User_id,Gender,Car,Realty,children_count,income_amount,income_type,education_type,Family_status,Housing_type,Days_birth,Days_employed,Mobil,Work_phone,Phone,Email,Occupation_type,Count_family_members,Reject
32,F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22911,365243,1,0,0,0,,2.0,0
33,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22072,365243,1,0,1,0,,2.0,0
34,F,N,Y,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15616,-1057,1,1,0,0,Cleaning staff,3.0,0
35,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23802,365243,1,0,0,0,,2.0,0
36,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20743,365243,1,0,0,0,,2.0,0
37,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23692,365243,1,0,0,0,,1.0,0
38,F,Y,N,0,45000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-8988,-977,1,1,0,0,Sales staff,1.0,0
39,F,N,Y,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,-10068,-620,1,1,1,0,Medicine staff,2.0,0
40,F,N,Y,0,45000.0,Working,Secondary / secondary special,Widow,House / apartment,-17258,-878,1,0,0,0,Sales staff,1.0,0
41,F,N,Y,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-19610,-1649,1,1,1,0,,2.0,0
42,F,N,Y,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13378,-1009,1,1,0,0,Managers,2.0,0
43,F,Y,N,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21382,365243,1,0,0,0,,2.0,0
44,F,N,N,1,45000.0,Working,Secondary / secondary special,Married,House / apartment,-12311,-3969,1,0,0,0,,3.0,0
45,F,N,N,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-17808,-2849,1,1,0,0,Sales staff,2.0,0
46,F,N,Y,3,45000.0,Working,Secondary / secondary special,Married,House / apartment,-15540,-8100,1,1,1,0,,5.0,0
47,F,N,Y,2,45000.0,Working,Secondary / secondary special,Married,House / apartment,-13624,-2836,1,1,0,0,Laborers,4.0,0
48,F,N,N,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11070,-645,1,1,0,0,Sales staff,3.0,0
49,F,Y,Y,0,45000.0,Pensioner,Higher education,Married,House / apartment,-22420,365243,1,0,1,0,,2.0,0
50,F,Y,N,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20458,365243,1,0,1,0,,2.0,0
51,F,N,Y,0,45000.0,Working,Secondary / secondary special,Married,Rented apartment,-20028,-825,1,0,0,0,Cleaning staff,2.0,0
52,F,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,-18532,-3666,1,1,1,0,Core staff,2.0,1
53,F,N,Y,0,45000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15747,-3625,1,0,0,0,Laborers,2.0,0
54,F,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,-13941,-5334,1,1,1,0,Medicine staff,2.0,0
55,F,Y,N,1,45000.0,Working,Secondary / secondary special,Married,House / apartment,-10893,-4230,1,0,0,0,Laborers,3.0,0
56,F,N,Y,1,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15951,-504,1,0,0,0,Sales staff,3.0,0
57,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19041,365243,1,0,1,0,,2.0,0
58,M,N,N,0,45000.0,Working,Lower secondary,Married,House / apartment,-13207,-766,1,0,1,0,Low-skill Laborers,2.0,0
59,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24151,365243,1,0,0,0,,1.0,0
60,F,N,N,1,45000.0,Working,Secondary / secondary special,Married,House / apartment,-13597,-96,1,0,0,0,Core staff,3.0,0
61,F,N,Y,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-20106,-6303,1,0,0,0,Medicine staff,2.0,0
62,F,N,N,3,45000.0,Working,Secondary / secondary special,Married,House / apartment,-13022,-880,1,1,0,0,Laborers,5.0,0
63,F,N,Y,1,45000.0,Working,Higher education,Married,House / apartment,-11119,-198,1,0,0,0,Core staff,3.0,0
64,F,N,N,1,45000.0,State servant,Secondary / secondary special,Married,House / apartment,-11304,-3998,1,1,1,0,Medicine staff,3.0,0
65,F,Y,N,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-17370,-8443,1,1,1,0,,2.0,0
66,F,N,N,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19418,365243,1,0,1,0,,2.0,0
67,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22783,365243,1,0,1,0,,2.0,0
68,F,N,N,0,45000.0,Working,Higher education,Married,House / apartment,-18406,-3111,1,1,0,0,Accountants,2.0,0
69,F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,-14374,-798,1,0,1,0,Sales staff,1.0,0
70,F,N,Y,0,45000.0,Pensioner,Lower secondary,Married,House / apartment,-22250,365243,1,0,0,0,,2.0,0
71,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21740,365243,1,0,0,0,,2.0,0
72,F,N,Y,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,-20200,-9404,1,1,0,0,Cleaning staff,2.0,0
73,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,2.0,0
74,F,N,Y,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-14395,-989,1,0,1,0,,2.0,0
75,F,N,N,0,45000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19906,-5547,1,0,0,0,,1.0,0
76,F,N,Y,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15724,-1389,1,1,1,0,Sales staff,2.0,0
77,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20282,365243,1,0,1,0,,1.0,0
78,M,N,Y,0,46948.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21167,365243,1,0,0,0,,1.0,0
79,F,N,N,0,47250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23815,365243,1,0,0,0,,2.0,0
80,F,N,Y,0,47250.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21414,365243,1,0,1,0,,2.0,0
81,M,N,N,0,47250.0,Pensioner,Higher education,Married,House / apartment,-21017,365243,1,0,0,0,,2.0,0
82,F,N,N,2,47250.0,Working,Secondary / secondary special,Married,With parents,-11651,-318,1,1,0,0,Laborers,4.0,0
83,F,N,Y,0,47790.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20253,365243,1,0,0,0,,2.0,0
84,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22295,365243,1,0,1,0,,1.0,0
85,F,N,Y,1,49500.0,Working,Higher education,Single / not married,House / apartment,-19606,-12513,1,0,0,0,Laborers,2.0,0
86,F,N,N,0,49500.0,Working,Secondary / secondary special,Married,House / apartment,-11624,-949,1,1,1,0,Sales staff,2.0,0
87,F,N,N,0,49500.0,Pensioner,Higher education,Married,Municipal apartment,-21157,365243,1,0,0,0,,2.0,0
88,F,N,N,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23753,365243,1,0,0,0,,2.0,0
89,F,N,N,0,49500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23871,365243,1,0,0,0,,1.0,0
90,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-23825,365243,1,0,0,0,,1.0,0
91,F,Y,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22481,365243,1,0,0,0,,2.0,0
92,F,N,N,0,49500.0,Working,Secondary / secondary special,Married,House / apartment,-18587,-195,1,1,0,0,Cleaning staff,2.0,0
93,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21371,365243,1,0,0,0,,2.0,0
94,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22446,365243,1,0,0,0,,2.0,0
95,M,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,365243,1,0,0,0,,2.0,0
96,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21768,365243,1,0,1,0,,2.0,0
97,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24143,365243,1,0,1,0,,1.0,0
98,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22993,365243,1,0,1,0,,2.0,0
99,F,N,N,2,49500.0,Working,Secondary / secondary special,Married,House / apartment,-10368,-1740,1,1,1,0,Sales staff,4.0,0
100,M,N,Y,0,49500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12087,-3482,1,1,1,0,Security staff,1.0,0
101,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23181,365243,1,0,1,0,,1.0,0
102,F,Y,Y,0,50850.0,Pensioner,Higher education,Married,House / apartment,-21864,365243,1,0,0,0,,2.0,0
103,F,N,Y,0,51750.0,Working,Secondary / secondary special,Married,House / apartment,-17166,-2514,1,0,0,0,Cleaning staff,2.0,0
104,F,N,Y,0,52650.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17783,365243,1,0,0,0,,2.0,0
105,F,N,Y,0,54000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12000,-491,1,0,1,0,Cooking staff,2.0,0
106,F,N,Y,2,54000.0,Commercial associate,Higher education,Married,House / apartment,-13091,-316,1,1,1,0,Sales staff,4.0,0
107,F,N,Y,0,54000.0,State servant,Secondary / secondary special,Married,House / apartment,-19598,-3303,1,0,0,0,High skill tech staff,2.0,0
108,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,365243,1,0,0,0,,1.0,0
109,M,Y,Y,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,-19986,-891,1,1,1,0,Security staff,2.0,0
110,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22127,365243,1,0,0,0,,1.0,0
111,M,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22680,365243,1,0,0,0,,2.0,0
112,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24044,365243,1,0,1,0,,2.0,0
113,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24026,365243,1,0,1,0,,1.0,0
114,F,N,Y,1,54000.0,Working,Secondary / secondary special,Married,House / apartment,-15581,-187,1,0,0,0,,3.0,0
115,F,N,Y,1,54000.0,Working,Secondary / secondary special,Married,House / apartment,-12863,-2495,1,0,0,1,,3.0,0
116,F,N,N,0,54000.0,Pensioner,Higher education,Married,House / apartment,-22702,365243,1,0,0,0,,2.0,0
117,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,-9905,-795,1,0,0,0,Sales staff,4.0,0
118,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20830,365243,1,0,0,0,,2.0,0
119,F,N,N,0,54000.0,Working,Higher education,Married,House / apartment,-14923,-4723,1,1,0,0,Medicine staff,2.0,0
120,F,N,Y,0,54000.0,Working,Higher education,Married,House / apartment,-13768,-747,1,0,0,0,,2.0,0
121,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22898,365243,1,0,0,1,,1.0,0
122,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20496,365243,1,0,0,0,,2.0,0
123,M,N,N,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,-11265,-1628,1,0,0,0,Core staff,2.0,0
124,F,N,Y,2,54000.0,Working,Higher education,Married,House / apartment,-11268,-4560,1,1,0,0,Cleaning staff,4.0,0
125,F,N,Y,0,54000.0,Working,Higher education,Married,House / apartment,-15366,-339,1,0,0,0,Managers,2.0,0
126,F,N,Y,0,54000.0,Pensioner,Lower secondary,Married,House / apartment,-22276,365243,1,0,0,0,,2.0,0
127,M,N,Y,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,-20162,-1899,1,1,0,0,Laborers,2.0,0
128,M,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23462,365243,1,0,0,0,,2.0,0
129,M,N,Y,0,54000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20018,-1831,1,0,0,0,Security staff,1.0,0
130,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20106,365243,1,0,1,0,,2.0,0
131,F,N,Y,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,-18651,-7752,1,1,1,0,,2.0,0
132,F,Y,N,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22983,365243,1,0,0,0,,2.0,0
133,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24367,365243,1,0,0,0,,2.0,0
134,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22780,365243,1,0,0,0,,2.0,0
135,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,-9690,-2307,1,1,1,0,Sales staff,4.0,0
136,F,N,Y,0,54000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18350,-3609,1,0,0,0,Medicine staff,2.0,0
137,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22739,365243,1,0,1,0,,1.0,0
138,M,Y,N,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,-21815,-13800,1,0,1,0,Laborers,2.0,0
139,M,N,N,0,54000.0,Pensioner,Lower secondary,Married,House / apartment,-23030,365243,1,0,0,0,,2.0,0
140,F,N,Y,2,54000.0,Pensioner,Higher education,Married,House / apartment,-22087,365243,1,0,0,0,,4.0,0
141,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24157,365243,1,0,0,0,,1.0,0
142,F,N,Y,0,54000.0,Working,Secondary / secondary special,Separated,House / apartment,-11531,-1357,1,0,0,0,Cooking staff,1.0,0
143,F,Y,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20266,365243,1,0,1,0,,2.0,0
144,F,Y,Y,0,54000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-8627,-1537,1,0,0,0,Medicine staff,1.0,0
145,F,Y,Y,3,54000.0,Working,Secondary / secondary special,Married,House / apartment,-12475,-2057,1,0,0,0,Laborers,5.0,0
146,F,Y,Y,1,54000.0,Working,Secondary / secondary special,Married,House / apartment,-16816,-322,1,0,0,0,,3.0,0
147,F,N,Y,3,54000.0,State servant,Secondary / secondary special,Married,House / apartment,-13940,-2133,1,1,1,0,Core staff,5.0,0
148,F,N,Y,1,54000.0,State servant,Secondary / secondary special,Married,House / apartment,-8556,-1108,1,1,0,0,Medicine staff,3.0,0
149,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21850,365243,1,0,1,0,,1.0,0
150,F,N,N,0,54000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14415,-1801,1,1,0,0,Laborers,2.0,0
151,F,N,Y,0,54000.0,Pensioner,Higher education,Married,House / apartment,-24507,365243,1,0,0,0,,2.0,0
152,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20621,365243,1,0,0,0,,1.0,0
153,F,N,N,1,54000.0,Pensioner,Lower secondary,Married,House / apartment,-12129,365243,1,0,0,0,,3.0,0
154,F,N,N,0,56250.0,Pensioner,Secondary / secondary special,Married,Office apartment,-21882,365243,1,0,0,0,,2.0,0
155,F,N,Y,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23843,365243,1,0,1,0,,2.0,0
156,F,N,Y,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21737,365243,1,0,0,0,,2.0,0
157,F,N,Y,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24058,365243,1,0,1,0,,2.0,0
158,F,Y,N,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23773,365243,1,0,1,0,,2.0,1
159,F,Y,N,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21342,365243,1,0,0,0,,2.0,0
160,F,N,Y,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20696,365243,1,0,0,0,,2.0,0
161,F,N,Y,0,57150.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22936,365243,1,0,0,0,,1.0,0
162,M,Y,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22931,365243,1,0,1,0,,2.0,0
163,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24026,365243,1,0,0,0,,2.0,0
164,M,Y,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21977,365243,1,0,0,0,,2.0,0
165,F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,-14228,-5950,1,0,0,0,Core staff,4.0,0
166,F,Y,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20315,365243,1,0,0,0,,2.0,0
167,F,N,Y,0,58500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-19566,-6129,1,1,0,0,Core staff,1.0,0
168,M,N,N,3,58500.0,Working,Secondary / secondary special,Married,With parents,-16087,-1000,1,1,1,0,Laborers,5.0,0
169,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24946,365243,1,0,1,0,,1.0,0
170,F,N,Y,0,58500.0,Pensioner,Higher education,Married,House / apartment,-20657,365243,1,0,0,0,,2.0,0
171,F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20970,365243,1,0,0,0,,2.0,0
172,M,N,N,0,58500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13677,-2379,1,0,1,0,Cleaning staff,1.0,0
173,M,Y,Y,1,58500.0,Working,Secondary / secondary special,Married,House / apartment,-13791,-2818,1,1,1,0,Drivers,3.0,0
174,F,Y,N,0,58500.0,Pensioner,Lower secondary,Married,House / apartment,-23377,365243,1,0,0,0,,2.0,0
175,F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22327,365243,1,0,0,0,,2.0,0
176,F,N,Y,0,58500.0,Working,Secondary / secondary special,Married,House / apartment,-14731,-4931,1,0,0,1,Laborers,2.0,0
177,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20189,365243,1,0,0,0,,2.0,0
178,F,N,N,0,58500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16377,-2417,1,1,1,0,,2.0,0
179,F,N,Y,1,58500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9662,-1072,1,1,1,0,Core staff,3.0,0
180,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24473,365243,1,0,1,0,,2.0,0
181,F,N,N,1,58500.0,Working,Secondary / secondary special,Married,House / apartment,-14437,-2341,1,0,0,0,Core staff,3.0,0
182,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21655,365243,1,0,0,0,,2.0,0
183,F,N,N,0,58500.0,Working,Secondary / secondary special,Married,House / apartment,-13769,-582,1,0,1,0,Security staff,2.0,0
184,F,N,Y,0,58500.0,Working,Secondary / secondary special,Married,House / apartment,-15544,-4946,1,0,0,1,Laborers,2.0,0
185,F,N,Y,0,60376.5,Working,Secondary / secondary special,Separated,House / apartment,-18304,-171,1,1,0,0,Sales staff,1.0,0
186,F,N,N,0,60750.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22728,365243,1,0,0,0,,2.0,0
187,F,N,Y,0,60750.0,Pensioner,Higher education,Married,House / apartment,-19813,365243,1,0,1,0,,2.0,0
188,F,N,Y,0,60750.0,Working,Secondary / secondary special,Widow,House / apartment,-18544,-2073,1,0,0,0,,1.0,0
189,F,Y,N,0,60750.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-18465,365243,1,0,0,0,,1.0,0
190,F,N,Y,2,60750.0,Commercial associate,Higher education,Married,House / apartment,-10687,-1981,1,1,1,0,Core staff,4.0,0
191,F,N,N,0,61875.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21630,365243,1,0,0,0,,2.0,0
192,F,N,Y,0,62100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23276,365243,1,0,0,0,,2.0,0
193,F,N,Y,0,62653.5,Working,Secondary / secondary special,Separated,House / apartment,-19658,-320,1,1,1,0,Sales staff,1.0,0
194,F,N,N,0,63000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22481,365243,1,0,1,0,,2.0,0
195,F,N,N,0,63000.0,Commercial associate,Higher education,Married,House / apartment,-14770,-2004,1,0,0,0,Core staff,2.0,0
196,M,Y,Y,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24000,365243,1,0,0,0,,2.0,0
197,M,N,Y,0,63000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20689,365243,1,0,0,0,,1.0,0
198,F,N,Y,0,63000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23403,365243,1,0,0,0,,1.0,0
199,F,N,Y,0,63000.0,Working,Secondary / secondary special,Married,House / apartment,-19896,-1574,1,1,0,0,High skill tech staff,2.0,0
200,F,N,Y,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21475,365243,1,0,0,0,,2.0,0
201,M,N,Y,1,63000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14447,-752,1,0,0,0,,2.0,0
202,F,N,Y,2,63000.0,Working,Secondary / secondary special,Married,House / apartment,-10421,-1203,1,0,0,0,Medicine staff,4.0,0
203,F,N,N,0,63000.0,Working,Secondary / secondary special,Married,House / apartment,-18646,-3287,1,1,1,0,,2.0,0
204,F,N,Y,0,63000.0,Working,Secondary / secondary special,Married,House / apartment,-17115,-229,1,0,1,0,Core staff,2.0,0
205,F,Y,N,0,63000.0,Commercial associate,Higher education,Married,With parents,-13288,-5910,1,0,0,0,,2.0,0
206,F,Y,Y,1,63000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13669,-1261,1,1,1,0,Sales staff,3.0,0
207,F,N,N,1,63000.0,Working,Secondary / secondary special,Married,House / apartment,-13405,-888,1,1,0,0,Sales staff,3.0,0
208,M,Y,N,0,63000.0,Working,Secondary / secondary special,Married,House / apartment,-18858,-1614,1,1,1,0,Drivers,2.0,0
209,F,N,N,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23429,365243,1,0,0,0,,2.0,0
210,F,N,Y,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22169,365243,1,0,0,0,,2.0,0
211,M,N,Y,0,63000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23724,365243,1,0,0,0,,2.0,0
212,F,N,Y,1,63000.0,State servant,Secondary / secondary special,Married,House / apartment,-10223,-775,1,0,0,0,Laborers,3.0,0
213,F,N,N,0,63000.0,Working,Secondary / secondary special,Married,House / apartment,-15921,-8063,1,1,0,0,Laborers,2.0,0
214,F,N,N,1,63000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16817,-4618,1,0,0,0,Cleaning staff,2.0,0
215,F,N,Y,0,63000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-19708,-7500,1,0,0,0,Cooking staff,2.0,0
